"","UNIT_CODE","County","Year","Month","Monthly_Med"
"19194","PEFO","04001",1987,11,33
"19195","PEFO","04001",1987,12,31
"19196","PEFO","04001",1988,1,33
"19197","PEFO","04001",1988,2,34
"19198","PEFO","04001",1988,3,40
"19199","PEFO","04001",1988,4,43
"19200","PEFO","04001",1988,5,48
"19201","PEFO","04001",1988,6,45.5
"19202","PEFO","04001",1988,7,51
"19203","PEFO","04001",1988,8,43
"19204","PEFO","04001",1988,9,42
"19205","PEFO","04001",1988,10,38
"19206","PEFO","04001",1988,11,32.5
"19207","PEFO","04001",1988,12,31
"19208","PEFO","04001",1989,1,36
"19209","PEFO","04001",1989,2,42
"19210","PEFO","04001",1989,3,43
"19211","PEFO","04001",1989,4,52.5
"19212","PEFO","04001",1989,5,61
"19213","PEFO","04001",1989,6,48
"19214","PEFO","04001",1989,7,51
"19215","PEFO","04001",1989,8,44
"19216","PEFO","04001",1989,9,45
"19217","PEFO","04001",1989,10,39
"19218","PEFO","04001",1989,11,35
"19219","PEFO","04001",1989,12,31
"19220","PEFO","04001",1990,1,34
"19221","PEFO","04001",1990,2,35.5
"19222","PEFO","04001",1990,3,42
"19223","PEFO","04001",1990,4,44
"19224","PEFO","04001",1990,5,47
"19225","PEFO","04001",1990,6,47
"19226","PEFO","04001",1990,7,49
"19227","PEFO","04001",1990,8,47
"19228","PEFO","04001",1990,9,44
"19229","PEFO","04001",1990,10,44
"19230","PEFO","04001",1990,11,33
"19231","PEFO","04001",1990,12,33
"19232","PEFO","04001",1991,1,31
"19233","PEFO","04001",1991,2,38
"19234","PEFO","04001",1991,3,40
"19235","PEFO","04001",1991,4,46
"19236","PEFO","04001",1991,5,49
"19237","PEFO","04001",1991,6,43.5
"19238","PEFO","04001",1991,7,46
"19239","PEFO","04001",1991,8,51
"19240","PEFO","04001",1991,9,45
"19241","PEFO","04001",1991,10,44
"19242","PEFO","04001",1991,11,36.5
"19243","PEFO","04001",1991,12,31
"19244","PEFO","04001",1992,1,35
"19245","PEFO","04001",1992,2,41
"19246","PEFO","04001",1992,3,44
"19247","PEFO","04001",2000,3,9
"19248","PEFO","04001",2000,4,23
"19249","PEFO","04001",2000,5,24.5
"19250","PEFO","04001",2000,6,17
"19251","PEFO","04001",2000,7,17
"19252","PEFO","04001",2000,8,21
"19253","PEFO","04001",2000,9,18
"19254","PEFO","04001",2000,10,8
"19255","PEFO","04001",2000,11,4
"19256","PEFO","04001",2000,12,4.5
"19257","PEFO","04001",2001,1,5
"19258","PEFO","04001",2001,2,7
"19259","PEFO","04001",2001,3,9.5
"19260","PEFO","04001",2001,4,11.5
"19261","PEFO","04001",2001,5,14
"19262","PEFO","04001",2001,6,19
"19263","PEFO","04001",2001,7,19
"19264","PEFO","04001",2001,8,16
"19265","PEFO","04001",2001,9,13.5
"19266","PEFO","04001",2001,10,15
"19267","PEFO","04001",2001,11,17.5
"19268","PEFO","04001",2001,12,5
"19269","PEFO","04001",2002,1,4
"19270","PEFO","04001",2002,2,6
"19271","PEFO","04001",2002,3,7.5
"19272","PEFO","04001",2002,4,11
"19273","PEFO","04001",2002,5,18
"19274","PEFO","04001",2002,6,15
"19275","PEFO","04001",2002,7,14
"19276","PEFO","04001",2002,8,16.5
"19277","PEFO","04001",2002,9,11
"19278","PEFO","04001",2002,10,17.5
"19279","PEFO","04001",2002,11,8.5
"19280","PEFO","04001",2002,12,5
"19281","PEFO","04001",2003,1,20
"19282","PEFO","04001",2003,2,15
"19283","PEFO","04001",2003,3,10
"19284","PEFO","04001",2003,4,16.5
"19285","PEFO","04001",2003,5,22
"19286","PEFO","04001",2003,6,18
"19287","PEFO","04001",2003,7,23
"19288","PEFO","04001",2003,8,17
"19289","PEFO","04001",2003,9,27
"19290","PEFO","04001",2003,10,25
"19291","PEFO","04001",2003,11,21
"19292","PEFO","04001",2003,12,20
"19293","PEFO","04001",2004,1,17
"19294","PEFO","04001",2004,2,19
"19295","PEFO","04001",2004,3,30
"19296","PEFO","04001",2004,4,20.5
"19297","PEFO","04001",2004,5,31
"19298","PEFO","04001",2004,6,34
"19299","PEFO","04001",2004,7,14
"19300","PEFO","04001",2004,8,10
"19301","PEFO","04001",2004,9,10
"19302","PEFO","04001",2004,10,19
"19303","PEFO","04001",2004,11,13.5
"19304","PEFO","04001",2004,12,20
"19305","PEFO","04001",2005,1,16
"19306","PEFO","04001",2005,2,16.5
"19307","PEFO","04001",2005,3,23
"19308","PEFO","04001",2005,4,26
"19309","PEFO","04001",2005,5,31
"19310","PEFO","04001",2005,6,34
"19311","PEFO","04001",2005,7,32
"19312","PEFO","04001",2005,8,11.5
"19313","PEFO","04001",2005,9,24
"19314","PEFO","04001",2005,10,19
"19315","PEFO","04001",2005,11,24
"19316","PEFO","04001",2005,12,23
"19317","PEFO","04001",2006,1,20
"19318","PEFO","04001",2006,2,25.5
"19319","PEFO","04001",2006,3,19
"19320","PEFO","04001",2006,4,31.5
"19321","PEFO","04001",2006,5,36
"19322","PEFO","04001",2006,6,28
"19323","PEFO","04001",2006,7,17
"19324","PEFO","04001",2006,8,15
"19325","PEFO","04001",2006,9,19
"19326","PEFO","04001",2006,10,18
"19327","PEFO","04001",2006,11,27.5
"19328","PEFO","04001",2006,12,20
"19329","PEFO","04001",2007,1,17
"19330","PEFO","04001",2007,2,18
"19331","PEFO","04001",2007,3,31
"19332","PEFO","04001",2007,4,26.5
"19333","PEFO","04001",2007,5,24
"19334","PEFO","04001",2007,6,36.5
"19335","PEFO","04001",2007,7,20
"19336","PEFO","04001",2007,8,21
"19337","PEFO","04001",2007,9,26.5
"19338","PEFO","04001",2007,10,37
"19339","PEFO","04001",2007,11,38.5
"19340","PEFO","04001",2007,12,20
"19341","PEFO","04001",2008,1,19
"19342","PEFO","04001",2008,2,4.5
"19343","PEFO","04001",2008,3,42
"19344","PEFO","04001",2008,4,40
"19345","PEFO","04001",2008,5,26.5
"19346","PEFO","04001",2008,6,30
"19347","PEFO","04001",2008,7,16
"19348","PEFO","04001",2008,8,23.5
"19349","PEFO","04001",2008,9,24
"19350","PEFO","04001",2008,10,20
"19351","PEFO","04001",2008,11,26
"19352","PEFO","04001",2008,12,13
"19353","PEFO","04001",2009,1,17
"19354","PEFO","04001",2009,2,27.5
"19355","PEFO","04001",2009,3,25
"19356","PEFO","04001",2009,4,31
"19357","PEFO","04001",2009,5,27
"19358","PEFO","04001",2009,6,24
"19359","PEFO","04001",2009,7,23
"19360","PEFO","04001",2009,8,18
"19361","PEFO","04001",2009,9,13
"19362","PEFO","04001",2009,10,15
"19363","PEFO","04001",2009,11,18
"19364","PEFO","04001",2009,12,11
"19365","PEFO","04001",2010,1,11
"19366","PEFO","04001",2010,2,10
"19367","PEFO","04001",2010,3,13
"19368","PEFO","04001",2010,4,17
"19369","PEFO","04001",2010,5,19
"19370","PEFO","04001",2010,6,23
"19371","PEFO","04001",2010,7,14
"19372","PEFO","04001",2010,8,12
"19373","PEFO","04001",2010,9,14
"19374","PEFO","04001",2010,10,13
"19375","PEFO","04001",2010,11,14
"19376","PEFO","04001",2010,12,11
"19377","PEFO","04001",2011,1,14
"19378","PEFO","04001",2011,2,10.5
"19379","PEFO","04001",2011,3,16
"19380","PEFO","04001",2011,4,17.5
"19381","PEFO","04001",2011,5,19
"19382","PEFO","04001",2011,6,25
"19383","PEFO","04001",2011,7,14
"19384","PEFO","04001",2011,8,13
"19385","PEFO","04001",2011,9,11
"19386","PEFO","04001",2011,10,13
"19387","PEFO","04001",2011,11,11.5
"19388","PEFO","04001",2011,12,11
"19389","PEFO","04001",2012,1,13
"19390","PEFO","04001",2012,2,14
"19391","PEFO","04001",2012,3,17
"19392","PEFO","04001",2012,4,19
"19393","PEFO","04001",2012,5,24.5
"19394","PEFO","04001",2012,6,23
"19395","PEFO","04001",2012,7,12
"19396","PEFO","04001",2012,8,14
"19397","PEFO","04001",2012,9,15.5
"19398","PEFO","04001",2012,10,16
"19399","PEFO","04001",2012,11,18.5
"19400","PEFO","04001",2012,12,14
"19401","PEFO","04001",2013,1,9
"19402","PEFO","04001",2013,2,8.5
"19403","PEFO","04001",2013,3,17
"19404","PEFO","04001",2013,4,15.5
"19405","PEFO","04001",2013,5,21
"19406","PEFO","04001",2013,6,26
"19407","PEFO","04001",2013,7,10
"19408","PEFO","04001",2013,8,12
"19409","PEFO","04001",2013,9,10
"19410","PEFO","04001",2013,10,13
"19411","PEFO","04001",2013,11,11
"19412","PEFO","04001",2013,12,7
"19413","PEFO","04001",2014,1,14
"19414","PEFO","04001",2014,2,14
"19415","PEFO","04001",2014,3,17
"19416","PEFO","04001",2014,4,19
"19417","PEFO","04001",2014,5,24
"19418","PEFO","04001",2014,6,24
"19419","PEFO","04001",2014,7,15
"19420","PEFO","04001",2014,8,9
"19421","PEFO","04001",2014,9,7.5
"19422","PEFO","04001",2014,10,10
"19423","PEFO","04001",2014,11,12
"19424","PEFO","04001",2014,12,8
"19425","PEFO","04001",2015,1,8
"19426","PEFO","04001",2015,2,14
"19427","PEFO","04001",2015,3,12
"19428","PEFO","04001",2015,4,17
"19429","PEFO","04001",2015,5,11.5
"19430","PEFO","04001",2015,6,12.5
"19431","PEFO","04001",2015,7,11
"19432","PEFO","04001",2015,8,13
"19433","PEFO","04001",2015,9,9.5
"19434","PEFO","04001",2015,10,10
"19435","PEFO","04001",2015,11,8.5
"19436","PEFO","04001",2015,12,9
"19437","PEFO","04001",2016,1,7
"19438","PEFO","04001",2016,2,12
"19439","PEFO","04001",2016,3,18
"19440","PEFO","04001",2016,4,14.5
"19441","PEFO","04001",2016,5,14
"19442","PEFO","04001",2016,6,28
"19443","PEFO","04001",2016,7,13
"19444","PEFO","04001",2016,8,10
"19445","PEFO","04001",2016,9,10
"19446","PEFO","04001",2016,10,13
"19447","PEFO","04001",2016,11,12
"19448","PEFO","04001",2016,12,11
"19449","PEFO","04001",2017,1,6
"19450","PEFO","04001",2017,2,10
"19451","PEFO","04001",2017,3,13
"19452","PEFO","04001",2017,4,18
"19453","PEFO","04001",2017,5,18
"19454","PEFO","04001",2017,6,26.5
"19455","PEFO","04001",2017,7,10
"19456","PEFO","04001",2017,8,9
"19457","PEFO","04001",2017,9,11.5
"19458","PEFO","04001",2017,10,18
"19459","PEFO","04001",2017,11,17
"19460","PEFO","04001",2017,12,14
"19461","PEFO","04001",2018,1,10.5
"19462","PEFO","04001",2018,2,10.5
"19463","PEFO","04001",2018,3,9
"19464","PEFO","04001",2018,4,21
"19465","PEFO","04001",2018,5,20
"19466","PEFO","04001",2018,6,23.5
"19467","PEFO","04001",2018,7,12
"19468","PEFO","04001",2018,8,13.5
"19469","PEFO","04001",2018,9,11
"19470","PEFO","04001",2018,10,6
"19471","PEFO","04001",2018,11,13
"19472","PEFO","04001",2018,12,8
"19473","PEFO","04001",2019,1,7
"19474","PEFO","04001",2019,2,7
"19475","PEFO","04001",2019,3,11
"19476","PEFO","04001",2019,4,10
"19477","PEFO","04001",2019,5,11
"19478","PEFO","04001",2019,6,24.5
"19479","PEFO","04001",2019,7,12
"19480","PEFO","04001",2019,8,12
"19481","PEFO","04001",2019,9,8
"19482","PEFO","04001",2019,10,16
"19483","PEFO","04001",2019,11,7
"19484","PEFO","04001",2019,12,6
"19485","PEFO","04001",2020,1,8
"19486","PEFO","04001",2020,2,10
"19487","PEFO","04001",2020,3,7
"19488","PEFO","04001",2020,4,13
"19489","PEFO","04001",2020,5,17
"19490","PEFO","04001",2020,6,23
"19491","PEFO","04001",2020,7,16
"19492","PEFO","04001",2020,8,16
"19493","PEFO","04001",2020,9,19
"19494","HOSP","05051",1989,6,31
"19495","HOSP","05051",1989,7,27
"19496","HOSP","05051",1989,8,22
"19497","HOSP","05051",1989,9,22
"19498","HOSP","05051",1989,10,12
"19499","HOSP","05051",1989,11,22
"19500","HOSP","05051",1989,12,13
"19501","HOSP","05051",1990,1,12
"19502","HOSP","05051",1990,2,11
"19503","HOSP","05051",1990,3,18
"19504","HOSP","05051",1990,4,19
"19505","HOSP","05051",1990,5,17
"19506","HOSP","05051",1990,6,20
"19507","HOSP","05051",1990,7,41
"19508","HOSP","05051",1990,8,33
"19509","HOSP","05051",1990,9,22
"19510","HOSP","05051",1990,10,19
"19511","HOSP","05051",1990,11,26
"19512","HOSP","05051",1990,12,14.5
"19513","HOSP","05051",1991,1,14
"19514","HOSP","05051",1991,2,13
"19515","HOSP","05051",1991,3,19.5
"19516","HOSP","05051",1991,4,18
"19517","HOSP","05051",1991,5,16
"19518","HOSP","05051",1991,6,18
"19519","HOSP","05051",1991,7,20
"19520","HOSP","05051",1991,8,25
"19521","HOSP","05051",1991,9,22
"19522","HOSP","05051",1991,10,31
"19523","HOSP","05051",1991,11,13
"19524","HOSP","05051",1991,12,12
"19525","HOSP","05051",1992,1,15.5
"19526","HOSP","05051",1992,2,16.5
"19527","HOSP","05051",1992,3,15
"19528","HOSP","05051",1992,4,19
"19529","HOSP","05051",1992,5,21
"19530","HOSP","05051",1992,6,19
"19531","HOSP","05051",1992,7,23
"19532","HOSP","05051",1992,8,24
"19533","HOSP","05051",1992,9,13
"19534","HOSP","05051",1992,10,26
"19535","HOSP","05051",1992,11,13
"19536","HOSP","05051",1992,12,10
"19537","HOSP","05051",1993,1,11.5
"19538","HOSP","05051",1993,2,10.5
"19539","HOSP","05051",1993,3,14
"19540","HOSP","05051",1993,4,21
"19541","HOSP","05051",1993,5,15
"19542","HOSP","05051",1993,6,21
"19543","HOSP","05051",1993,7,34
"19544","HOSP","05051",1993,8,33
"19545","HOSP","05051",1993,9,17
"19546","HOSP","05051",1993,10,21
"19547","HOSP","05051",1993,11,15
"19548","HOSP","05051",1993,12,10
"19549","HOSP","05051",1994,1,14
"19550","HOSP","05051",1994,2,16
"19551","HOSP","05051",1994,3,14
"19552","HOSP","05051",1994,4,23
"19553","HOSP","05051",1994,5,15
"19554","HOSP","05051",1994,6,27
"19555","HOSP","05051",1994,7,24
"19556","HOSP","05051",1994,8,33
"19557","HOSP","05051",1994,9,19.5
"19558","HOSP","05051",1994,10,14.5
"19559","HOSP","05051",1994,11,10
"19560","HOSP","05051",1994,12,8
"19561","HOSP","05051",1995,1,10
"19562","HOSP","05051",1995,2,14.5
"19563","HOSP","05051",1995,3,13
"19564","HOSP","05051",1995,4,22
"19565","HOSP","05051",1995,5,23
"19566","HOSP","05051",1995,6,33.5
"19567","HOSP","05051",1995,7,25
"19568","HOSP","05051",1995,8,31.5
"19569","HOSP","05051",1995,9,28.5
"19570","HOSP","05051",1995,10,21
"19571","HOSP","05051",1995,11,12
"19572","HOSP","05051",1995,12,11
"19573","HOSP","05051",1996,1,16
"19574","HOSP","05051",1996,2,18
"19575","HOSP","05051",1996,3,17
"19576","HOSP","05051",1996,4,19
"19577","HOSP","05051",1996,5,19
"19578","HOSP","05051",1996,6,22
"19579","HOSP","05051",1996,7,20
"19580","HOSP","05051",1996,8,34
"19581","HOSP","05051",1996,9,25
"19582","HOSP","05051",1996,10,13
"19583","HOSP","05051",1996,11,15
"19584","HOSP","05051",1996,12,13
"19585","HOSP","05051",1997,1,7
"19586","HOSP","05051",1997,2,6
"19587","HOSP","05051",1997,3,19
"19588","HOSP","05051",1997,4,19
"19589","HOSP","05051",1997,5,12
"19590","HOSP","05051",1997,6,28
"19591","HOSP","05051",1997,7,30
"19592","HOSP","05051",1997,8,22
"19593","HOSP","05051",1997,9,28
"19594","HOSP","05051",1997,10,23
"19595","HOSP","05051",1997,11,11
"19596","HOSP","05051",1997,12,5
"19597","HOSP","05051",1999,7,54
"19598","HOSP","05051",1999,8,65
"19599","HOSP","05051",1999,9,38
"19600","HOSP","05051",1999,10,36
"19601","HOSP","05051",1999,11,29
"19602","HOSP","05051",1999,12,49.5
"19603","HOSP","05051",2000,1,44
"19604","HOSP","05051",2000,2,56.5
"19605","HOSP","05051",2000,3,37.5
"19606","HOSP","05051",2000,4,40
"19607","HOSP","05051",2000,5,46
"19608","HOSP","05051",2000,6,53
"19609","HOSP","05051",2000,7,62.5
"19610","HOSP","05051",2000,8,65
"19611","HOSP","05051",2000,9,37.5
"19612","HOSP","05051",2000,10,64
"19613","HOSP","05051",2000,11,31.5
"19614","HOSP","05051",2000,12,50.5
"19615","HOSP","05051",2001,1,56.5
"19616","HOSP","05051",2001,2,42
"19617","HOSP","05051",2001,3,49
"19618","HOSP","05051",2001,4,52
"19619","HOSP","05051",2001,5,46
"19620","HOSP","05051",2001,6,54.5
"19621","HOSP","05051",2001,7,67
"19622","HOSP","05051",2001,8,62.5
"19623","HOSP","05051",2001,9,45
"19624","HOSP","05051",2001,10,54
"19625","HOSP","05051",2001,11,48.5
"19626","HOSP","05051",2001,12,31
"19627","HOSP","05051",2002,1,39
"19628","HOSP","05051",2002,2,29
"19629","HOSP","05051",2002,3,34
"19630","HOSP","05051",2002,4,40
"19631","HOSP","05051",2002,5,23
"19632","HOSP","05051",2002,6,29
"19633","HOSP","05051",2002,7,44.5
"19634","HOSP","05051",2002,8,56
"19635","HOSP","05051",2002,9,59
"19636","HOSP","05051",2002,10,31
"19637","HOSP","05051",2002,11,29.5
"19638","HOSP","05051",2002,12,28
"19639","HOSP","05051",2003,1,40
"19640","HOSP","05051",2003,2,50
"19641","HOSP","05051",2003,3,43
"19642","HOSP","05051",2003,4,48.5
"19643","HOSP","05051",2003,5,56
"19644","HOSP","05051",2003,6,46
"19645","HOSP","05051",2003,7,50.5
"19646","HOSP","05051",2003,8,56.5
"19647","HOSP","05051",2003,9,55.5
"19648","HOSP","05051",2003,10,37
"19649","HOSP","05051",2003,11,29.5
"19650","HOSP","05051",2003,12,29
"19651","HOSP","05051",2004,1,36
"19652","HOSP","05051",2004,2,53
"19653","HOSP","05051",2004,3,32.5
"19654","HOSP","05051",2004,4,40.5
"19655","HOSP","05051",2004,5,44
"19656","HOSP","05051",2004,6,46
"19657","HOSP","05051",2004,7,52
"19658","HOSP","05051",2004,8,52
"19659","HOSP","05051",2004,9,53
"19660","HOSP","05051",2004,10,34.5
"19661","HOSP","05051",2004,11,25
"19662","HOSP","05051",2004,12,41
"19663","HOSP","05051",2005,1,49.5
"19664","HOSP","05051",2005,2,43.5
"19665","HOSP","05051",2005,3,43.5
"19666","HOSP","05051",2005,4,44
"19667","HOSP","05051",2005,5,52
"19668","HOSP","05051",2005,6,64
"19669","HOSP","05051",2005,7,56
"19670","HOSP","05051",2005,8,73
"19671","HOSP","05051",2005,9,62
"19672","HOSP","05051",2005,10,61
"19673","HOSP","05051",2005,11,40
"19674","HOSP","05051",2005,12,38.5
"19675","HOSP","05051",2006,1,32
"19676","HOSP","05051",2006,2,33.5
"19677","HOSP","05051",2006,3,50.5
"19678","HOSP","05051",2006,4,54.5
"19679","HOSP","05051",2006,5,37
"19680","HOSP","05051",2006,6,55
"19681","HOSP","05051",2006,7,52
"19682","HOSP","05051",2006,8,53.5
"19683","HOSP","05051",2006,9,48.5
"19684","HOSP","05051",2006,10,41
"19685","HOSP","05051",2006,11,49.5
"19686","HOSP","05051",2006,12,38
"19687","HOSP","05051",2007,1,41
"19688","HOSP","05051",2007,2,40
"19689","HOSP","05051",2007,3,46
"19690","HOSP","05051",2007,4,45
"19691","HOSP","05051",2007,5,50
"19692","HOSP","05051",2007,6,53
"19693","HOSP","05051",2007,7,50.5
"19694","HOSP","05051",2007,8,53
"19695","HOSP","05051",2007,9,45
"19696","HOSP","05051",2007,10,43
"19697","HOSP","05051",2007,11,53.5
"19698","HOSP","05051",2007,12,37
"19699","HOSP","05051",2008,1,40
"19700","HOSP","05051",2008,2,38.5
"19701","HOSP","05051",2008,3,40
"19702","HOSP","05051",2008,4,31
"19703","HOSP","05051",2008,5,41
"19704","HOSP","05051",2008,6,38.5
"19705","HOSP","05051",2008,7,65
"19706","HOSP","05051",2008,8,58
"19707","HOSP","05051",2008,9,48
"19708","HOSP","05051",2008,10,38
"19709","HOSP","05051",2008,11,53.5
"19710","HOSP","05051",2008,12,30
"19711","HOSP","05051",2009,1,47
"19712","HOSP","05051",2009,2,35
"19713","HOSP","05051",2009,3,29.5
"19714","HOSP","05051",2009,4,38
"19715","HOSP","05051",2009,5,39
"19716","HOSP","05051",2009,6,51.5
"19717","HOSP","05051",2009,7,43
"19718","HOSP","05051",2009,8,36
"19719","HOSP","05051",2009,9,43.5
"19720","HOSP","05051",2009,10,19
"19721","HOSP","05051",2009,11,49
"19722","HOSP","05051",2009,12,34
"19723","HOSP","05051",2010,1,31.5
"19724","HOSP","05051",2010,2,40.5
"19725","HOSP","05051",2010,3,33
"19726","HOSP","05051",2010,4,48
"19727","HOSP","05051",2010,5,47
"19728","HOSP","05051",2010,6,52
"19729","HOSP","05051",2010,7,54
"19730","HOSP","05051",2010,8,53
"19731","HOSP","05051",2010,9,52
"19732","HOSP","05051",2010,10,35
"19733","HOSP","05051",2010,11,35.5
"19734","HOSP","05051",2010,12,45
"19735","HOSP","05051",2011,1,42
"19736","HOSP","05051",2011,2,43
"19737","HOSP","05051",2011,3,48
"19738","HOSP","05051",2011,4,43
"19739","HOSP","05051",2011,5,44.5
"19740","HOSP","05051",2011,6,56
"19741","HOSP","05051",2011,7,53
"19742","HOSP","05051",2011,8,49
"19743","HOSP","05051",2011,9,42.5
"19744","HOSP","05051",2011,10,41
"19745","HOSP","05051",2011,11,38.5
"19746","HOSP","05051",2011,12,39
"19747","HOSP","05051",2012,1,34
"19748","HOSP","05051",2012,2,40
"19749","HOSP","05051",2012,3,38
"19750","HOSP","05051",2012,4,32.5
"19751","HOSP","05051",2012,5,43.5
"19752","HOSP","05051",2012,6,42.5
"19753","HOSP","05051",2012,7,45
"19754","HOSP","05051",2012,8,45
"19755","HOSP","05051",2012,9,53
"19756","HOSP","05051",2012,10,38.5
"19757","HOSP","05051",2012,11,34
"19758","HOSP","05051",2012,12,45.5
"19759","HOSP","05051",2013,1,28
"19760","HOSP","05051",2013,2,33
"19761","HOSP","05051",2013,3,37.5
"19762","HOSP","05051",2013,4,41
"19763","HOSP","05051",2013,5,36
"19764","HOSP","05051",2013,6,40
"19765","HOSP","05051",2013,7,41.5
"19766","HOSP","05051",2013,8,50
"19767","HOSP","05051",2013,9,45
"19768","HOSP","05051",2013,10,23
"19769","HOSP","05051",2013,11,26
"19770","HOSP","05051",2013,12,36
"19771","HOSP","05051",2014,1,20.5
"19772","HOSP","05051",2014,2,38.5
"19773","HOSP","05051",2014,3,35.5
"19774","HOSP","05051",2014,4,38
"19775","HOSP","05051",2014,5,30.5
"19776","HOSP","05051",2014,6,37
"19777","HOSP","05051",2014,7,40
"19778","HOSP","05051",2014,8,48
"19779","HOSP","05051",2014,9,33
"19780","HOSP","05051",2014,10,45
"19781","HOSP","05051",2014,11,29
"19782","HOSP","05051",2014,12,35
"19783","HOSP","05051",2015,1,31.5
"19784","HOSP","05051",2015,2,38
"19785","HOSP","05051",2015,3,30
"19786","HOSP","05051",2015,4,24
"19787","HOSP","05051",2015,5,29
"19788","HOSP","05051",2015,6,43.5
"19789","HOSP","05051",2015,7,53
"19790","HOSP","05051",2015,8,36
"19791","HOSP","05051",2015,9,36
"19792","HOSP","05051",2015,10,33
"19793","HOSP","05051",2015,11,33
"19794","HOSP","05051",2015,12,19
"19795","HOSP","05051",2016,1,31
"19796","HOSP","05051",2016,2,33
"19797","HOSP","05051",2016,3,25
"19798","HOSP","05051",2016,4,30
"19799","HOSP","05051",2016,5,25
"19800","HOSP","05051",2016,6,45
"19801","HOSP","05051",2016,7,45.5
"19802","HOSP","05051",2016,8,35
"19803","HOSP","05051",2016,9,39
"19804","HOSP","05051",2016,10,45.5
"19805","HOSP","05051",2016,11,43.5
"19806","HOSP","05051",2016,12,33.5
"19807","HOSP","05051",2017,1,22
"19808","HOSP","05051",2017,2,34
"19809","HOSP","05051",2017,3,35.5
"19810","HOSP","05051",2017,4,32.5
"19811","HOSP","05051",2017,5,30
"19812","HOSP","05051",2017,6,28
"19813","HOSP","05051",2017,7,36
"19814","HOSP","05051",2017,8,42
"19815","HOSP","05051",2017,9,42
"19816","HOSP","05051",2017,10,31
"19817","HOSP","05051",2017,11,44
"19818","HOSP","05051",2017,12,26
"19819","HOSP","05051",2018,1,28.5
"19820","HOSP","05051",2018,2,25
"19821","HOSP","05051",2018,3,49.5
"19822","HOSP","05051",2018,4,25.5
"19823","HOSP","05051",2018,5,41.5
"19824","HOSP","05051",2018,6,41
"19825","HOSP","05051",2018,7,46
"19826","HOSP","05051",2018,8,37
"19827","HOSP","05051",2018,9,27.5
"19828","HOSP","05051",2018,10,26
"19829","HOSP","05051",2018,11,27.5
"19830","HOSP","05051",2018,12,27
"19831","HOSP","05051",2019,1,24.5
"19832","HOSP","05051",2019,2,20
"19833","HOSP","05051",2019,3,23
"19834","HOSP","05051",2019,4,37.5
"19835","HOSP","05051",2019,5,34
"19836","HOSP","05051",2019,6,34.5
"19837","HOSP","05051",2019,7,40
"19838","HOSP","05051",2019,8,48
"19839","HOSP","05051",2019,9,54.5
"19840","HOSP","05051",2019,10,33
"19841","HOSP","05051",2019,11,42.5
"19842","HOSP","05051",2019,12,45.5
"19843","HOSP","05051",2020,1,23
"19844","HOSP","05051",2020,2,17
"19845","HOSP","05051",2020,3,27
"19846","HOSP","05051",2020,4,26.5
"19847","HOSP","05051",2020,5,21.5
"19848","HOSP","05051",2020,6,43
"19849","HOSP","05051",2020,7,45
"19850","HOSP","05051",2020,8,35
"19851","HOSP","05051",2020,9,41
"19852","INDU","18127",1980,1,57
"19853","INDU","18127",1980,2,65
"19854","INDU","18127",1980,3,49
"19855","INDU","18127",1980,4,50.5
"19856","INDU","18127",1980,5,54
"19857","INDU","18127",1980,6,73.5
"19858","INDU","18127",1980,7,100
"19859","INDU","18127",1980,8,47
"19860","INDU","18127",1980,9,42
"19861","INDU","18127",1980,10,52
"19862","INDU","18127",1980,11,38
"19863","INDU","18127",1980,12,54
"19864","INDU","18127",1981,1,67
"19865","INDU","18127",1981,2,54
"19866","INDU","18127",1981,3,59
"19867","INDU","18127",1981,4,36
"19868","INDU","18127",1981,5,81
"19869","INDU","18127",1981,6,76
"19870","INDU","18127",1981,7,90
"19871","INDU","18127",1981,8,56
"19872","INDU","18127",1981,9,70
"19873","INDU","18127",1981,10,84
"19874","INDU","18127",1981,11,54
"19875","INDU","18127",1981,12,61
"19876","INDU","18127",1982,1,71
"19877","INDU","18127",1982,2,70.5
"19878","INDU","18127",1982,3,69
"19879","INDU","18127",1982,4,85
"19880","INDU","18127",1982,5,99
"19881","INDU","18127",1982,6,88.5
"19882","INDU","18127",1982,7,91
"19883","INDU","18127",1982,8,71
"19884","INDU","18127",1982,9,70
"19885","INDU","18127",1982,10,54
"19886","INDU","18127",1982,11,34.5
"19887","INDU","18127",1982,12,41
"19888","INDU","18127",1983,1,56
"19889","INDU","18127",1983,2,75
"19890","INDU","18127",1983,3,57
"19891","INDU","18127",1983,4,50
"19892","INDU","18127",1983,5,67
"19893","INDU","18127",1983,6,140
"19894","INDU","18127",1983,7,136
"19895","INDU","18127",1983,8,150
"19896","INDU","18127",1983,9,75
"19897","INDU","18127",1983,10,54
"19898","INDU","18127",1983,11,51.5
"19899","INDU","18127",1983,12,75
"19900","INDU","18127",1984,1,82
"19901","INDU","18127",1984,2,55
"19902","INDU","18127",1984,3,80
"19903","INDU","18127",1984,4,62.5
"19904","INDU","18127",1984,5,107
"19905","INDU","18127",1984,6,106
"19906","INDU","18127",1984,7,103
"19907","INDU","18127",1984,8,136
"19908","INDU","18127",1984,9,85.5
"19909","INDU","18127",1984,10,48
"19910","INDU","18127",1984,11,65
"19911","INDU","18127",1984,12,55
"19912","INDU","18127",1985,1,65
"19913","INDU","18127",1985,2,68.5
"19914","INDU","18127",1985,3,71
"19915","INDU","18127",1985,4,71.5
