"","Park","Year","SingleVisitorFee","Source","UnitCode"
"454","Congaree NP",2004,0,"Observed","CONG"
"455","Congaree NP",2005,0,"Observed","CONG"
"456","Congaree NP",2006,0,"Observed","CONG"
"457","Congaree NP",2007,0,"Observed","CONG"
"458","Congaree NP",2008,0,"Observed","CONG"
"459","Congaree NP",2009,0,"Observed","CONG"
"460","Congaree NP",2010,0,"Observed","CONG"
"461","Congaree NP",2011,0,"Observed","CONG"
"462","Congaree NP",2012,0,"Observed","CONG"
"463","Congaree NP",2013,0,"Observed","CONG"
"464","Congaree NP",2014,0,"Observed","CONG"
"465","Congaree NP",2015,0,"Observed","CONG"
"466","Congaree NP",2016,0,"Observed","CONG"
"467","Congaree NP",2017,0,"Observed","CONG"
"468","Congaree NP",2018,0,"Observed","CONG"
"469","Crater Lake NP",1980,1.86266666666667,"Predicted","CRLA"
"470","Crater Lake NP",1981,1.93891666666667,"Predicted","CRLA"
"471","Crater Lake NP",1982,2.01166666666667,"Predicted","CRLA"
"472","Crater Lake NP",1983,2.09375,"Predicted","CRLA"
"473","Crater Lake NP",1984,2.19766666666667,"Predicted","CRLA"
"474","Crater Lake NP",1985,2.26508333333333,"Predicted","CRLA"
"475","Crater Lake NP",1986,2.344,"Predicted","CRLA"
"476","Crater Lake NP",1987,2.4525,"Predicted","CRLA"
"477","Crater Lake NP",1988,2.57216666666667,"Predicted","CRLA"
"478","Crater Lake NP",1989,2.68633333333333,"Predicted","CRLA"
"479","Crater Lake NP",1990,2.78008333333333,"Predicted","CRLA"
"480","Crater Lake NP",1991,2.91108333333333,"Predicted","CRLA"
"481","Crater Lake NP",1992,3.0305,"Predicted","CRLA"
"482","Crater Lake NP",1993,3.18133333333333,"Predicted","CRLA"
"483","Crater Lake NP",1994,3.30033333333333,"Predicted","CRLA"
"484","Crater Lake NP",1995,3.42233333333333,"Predicted","CRLA"
"485","Crater Lake NP",1996,3.57391666666667,"Predicted","CRLA"
"486","Crater Lake NP",1997,5,"Observed","CRLA"
"487","Crater Lake NP",1998,5,"Observed","CRLA"
"488","Crater Lake NP",1999,5,"Observed","CRLA"
"489","Crater Lake NP",2000,5,"Observed","CRLA"
"490","Crater Lake NP",2001,5,"Observed","CRLA"
"491","Crater Lake NP",2002,5,"Observed","CRLA"
"492","Crater Lake NP",2003,5,"Observed","CRLA"
"493","Crater Lake NP",2004,5,"Observed","CRLA"
"494","Crater Lake NP",2005,5,"Observed","CRLA"
"495","Crater Lake NP",2006,5,"Observed","CRLA"
"496","Crater Lake NP",2007,5,"Observed","CRLA"
"497","Crater Lake NP",2008,5,"Observed","CRLA"
"498","Crater Lake NP",2009,5,"Observed","CRLA"
"499","Crater Lake NP",2010,5,"Observed","CRLA"
"500","Crater Lake NP",2011,5,"Observed","CRLA"
"501","Crater Lake NP",2012,5,"Observed","CRLA"
"502","Crater Lake NP",2013,5,"Observed","CRLA"
"503","Crater Lake NP",2014,5,"Observed","CRLA"
"504","Crater Lake NP",2015,10,"Observed","CRLA"
"505","Crater Lake NP",2016,10,"Observed","CRLA"
"506","Crater Lake NP",2017,10,"Observed","CRLA"
"507","Crater Lake NP",2018,12,"Observed","CRLA"
"508","Cuyahoga Valley NP",1980,0.01425,"Predicted","CUVA"
"509","Cuyahoga Valley NP",1981,0.0119166666666667,"Predicted","CUVA"
"510","Cuyahoga Valley NP",1982,0.0118333333333333,"Predicted","CUVA"
"511","Cuyahoga Valley NP",1983,0.014,"Predicted","CUVA"
"512","Cuyahoga Valley NP",1984,0.0158333333333333,"Predicted","CUVA"
"513","Cuyahoga Valley NP",1985,0.0155833333333333,"Predicted","CUVA"
"514","Cuyahoga Valley NP",1986,0.01475,"Predicted","CUVA"
"515","Cuyahoga Valley NP",1987,0.0169166666666667,"Predicted","CUVA"
"516","Cuyahoga Valley NP",1988,0.0175833333333333,"Predicted","CUVA"
"517","Cuyahoga Valley NP",1989,0.0183333333333333,"Predicted","CUVA"
"518","Cuyahoga Valley NP",1990,0.0176666666666667,"Predicted","CUVA"
"519","Cuyahoga Valley NP",1991,0.0198333333333333,"Predicted","CUVA"
"520","Cuyahoga Valley NP",1992,0.02125,"Predicted","CUVA"
"521","Cuyahoga Valley NP",1993,0.0204166666666667,"Predicted","CUVA"
"522","Cuyahoga Valley NP",1994,0.0234166666666667,"Predicted","CUVA"
"523","Cuyahoga Valley NP",1995,0.0223333333333333,"Predicted","CUVA"
"524","Cuyahoga Valley NP",1996,0.0231666666666667,"Predicted","CUVA"
"525","Cuyahoga Valley NP",1997,0.0255,"Predicted","CUVA"
"526","Cuyahoga Valley NP",1998,0.0225,"Predicted","CUVA"
"527","Cuyahoga Valley NP",1999,0,"Observed","CUVA"
"528","Cuyahoga Valley NP",2000,0,"Observed","CUVA"
"529","Cuyahoga Valley NP",2001,0,"Observed","CUVA"
"530","Cuyahoga Valley NP",2002,0,"Observed","CUVA"
"531","Cuyahoga Valley NP",2003,0,"Observed","CUVA"
"532","Cuyahoga Valley NP",2004,0,"Observed","CUVA"
"533","Cuyahoga Valley NP",2005,0,"Observed","CUVA"
"534","Cuyahoga Valley NP",2006,0,"Observed","CUVA"
"535","Cuyahoga Valley NP",2007,0,"Observed","CUVA"
"536","Cuyahoga Valley NP",2008,0,"Observed","CUVA"
"537","Cuyahoga Valley NP",2009,0,"Observed","CUVA"
"538","Cuyahoga Valley NP",2010,0,"Observed","CUVA"
"539","Cuyahoga Valley NP",2011,0,"Observed","CUVA"
"540","Cuyahoga Valley NP",2012,0,"Observed","CUVA"
"541","Cuyahoga Valley NP",2013,0,"Observed","CUVA"
"542","Cuyahoga Valley NP",2014,0,"Observed","CUVA"
"543","Cuyahoga Valley NP",2015,0,"Observed","CUVA"
"544","Cuyahoga Valley NP",2016,0,"Observed","CUVA"
"545","Cuyahoga Valley NP",2017,0,"Observed","CUVA"
"546","Cuyahoga Valley NP",2018,0,"Observed","CUVA"
"547","Death Valley NP",1980,2.58983333333333,"Predicted","DEVA"
"548","Death Valley NP",1981,2.68375,"Predicted","DEVA"
"549","Death Valley NP",1982,2.81091666666667,"Predicted","DEVA"
"550","Death Valley NP",1983,2.95625,"Predicted","DEVA"
"551","Death Valley NP",1984,3.05966666666667,"Predicted","DEVA"
"552","Death Valley NP",1985,3.19291666666667,"Predicted","DEVA"
"553","Death Valley NP",1986,3.3555,"Predicted","DEVA"
"554","Death Valley NP",1987,3.45508333333333,"Predicted","DEVA"
"555","Death Valley NP",1988,3.61091666666667,"Predicted","DEVA"
"556","Death Valley NP",1989,3.77183333333333,"Predicted","DEVA"
"557","Death Valley NP",1990,3.92816666666667,"Predicted","DEVA"
"558","Death Valley NP",1991,4.05041666666667,"Predicted","DEVA"
"559","Death Valley NP",1992,4.25233333333333,"Predicted","DEVA"
"560","Death Valley NP",1993,4.43383333333333,"Predicted","DEVA"
"561","Death Valley NP",1994,4.63316666666667,"Predicted","DEVA"
"562","Death Valley NP",1995,4.86058333333333,"Predicted","DEVA"
"563","Death Valley NP",1996,5.021,"Predicted","DEVA"
"564","Death Valley NP",1997,5,"Observed","DEVA"
"565","Death Valley NP",1998,5,"Observed","DEVA"
"566","Death Valley NP",1999,5,"Observed","DEVA"
"567","Death Valley NP",2000,5,"Observed","DEVA"
"568","Death Valley NP",2001,5,"Observed","DEVA"
"569","Death Valley NP",2002,5,"Observed","DEVA"
"570","Death Valley NP",2003,5,"Observed","DEVA"
"571","Death Valley NP",2004,5,"Observed","DEVA"
"572","Death Valley NP",2005,5,"Observed","DEVA"
"573","Death Valley NP",2006,10,"Observed","DEVA"
"574","Death Valley NP",2007,10,"Observed","DEVA"
"575","Death Valley NP",2008,10,"Observed","DEVA"
"576","Death Valley NP",2009,10,"Observed","DEVA"
"577","Death Valley NP",2010,10,"Observed","DEVA"
"578","Death Valley NP",2011,10,"Observed","DEVA"
"579","Death Valley NP",2012,10,"Observed","DEVA"
"580","Death Valley NP",2013,10,"Observed","DEVA"
"581","Death Valley NP",2014,10,"Observed","DEVA"
"582","Death Valley NP",2015,10,"Observed","DEVA"
"583","Death Valley NP",2016,10,"Observed","DEVA"
"584","Death Valley NP",2017,15,"Observed","DEVA"
"585","Death Valley NP",2018,15,"Observed","DEVA"
"586","Denali NP & PRES",1980,2.53583333333333,"Predicted","DENA"
"587","Denali NP & PRES",1981,2.63075,"Predicted","DENA"
"588","Denali NP & PRES",1982,2.75133333333333,"Predicted","DENA"
"589","Denali NP & PRES",1983,2.83616666666667,"Predicted","DENA"
"590","Denali NP & PRES",1984,2.99766666666667,"Predicted","DENA"
"591","Denali NP & PRES",1985,3.08791666666667,"Predicted","DENA"
"592","Denali NP & PRES",1986,3.27341666666667,"Predicted","DENA"
"593","Denali NP & PRES",1987,3.39433333333333,"Predicted","DENA"
"594","Denali NP & PRES",1988,3.49683333333333,"Predicted","DENA"
"595","Denali NP & PRES",1989,3.62908333333333,"Predicted","DENA"
"596","Denali NP & PRES",1990,3.78616666666667,"Predicted","DENA"
"597","Denali NP & PRES",1991,3.97675,"Predicted","DENA"
"598","Denali NP & PRES",1992,4.141,"Predicted","DENA"
"599","Denali NP & PRES",1993,4.30933333333333,"Predicted","DENA"
"600","Denali NP & PRES",1994,4.46875,"Predicted","DENA"
"601","Denali NP & PRES",1995,4.70391666666667,"Predicted","DENA"
"602","Denali NP & PRES",1996,4.89016666666667,"Predicted","DENA"
"603","Denali NP & PRES",1997,5,"Observed","DENA"
"604","Denali NP & PRES",1998,5,"Observed","DENA"
"605","Denali NP & PRES",1999,5,"Observed","DENA"
"606","Denali NP & PRES",2000,5,"Observed","DENA"
"607","Denali NP & PRES",2001,5,"Observed","DENA"
"608","Denali NP & PRES",2002,5,"Observed","DENA"
"609","Denali NP & PRES",2003,5,"Observed","DENA"
"610","Denali NP & PRES",2004,5,"Observed","DENA"
"611","Denali NP & PRES",2005,10,"Observed","DENA"
"612","Denali NP & PRES",2006,10,"Observed","DENA"
"613","Denali NP & PRES",2007,10,"Observed","DENA"
"614","Denali NP & PRES",2008,10,"Observed","DENA"
"615","Denali NP & PRES",2009,10,"Observed","DENA"
"616","Denali NP & PRES",2010,10,"Observed","DENA"
"617","Denali NP & PRES",2011,10,"Observed","DENA"
"618","Denali NP & PRES",2012,10,"Observed","DENA"
"619","Denali NP & PRES",2013,10,"Observed","DENA"
"620","Denali NP & PRES",2014,10,"Observed","DENA"
"621","Denali NP & PRES",2015,10,"Observed","DENA"
"622","Denali NP & PRES",2016,10,"Observed","DENA"
"623","Denali NP & PRES",2017,10,"Observed","DENA"
"624","Denali NP & PRES",2018,10,"Observed","DENA"
"625","Dry Tortugas NP",1980,1.42808333333333,"Predicted","DRTO"
"626","Dry Tortugas NP",1981,1.49266666666667,"Predicted","DRTO"
"627","Dry Tortugas NP",1982,1.52691666666667,"Predicted","DRTO"
"628","Dry Tortugas NP",1983,1.607,"Predicted","DRTO"
"629","Dry Tortugas NP",1984,1.64625,"Predicted","DRTO"
"630","Dry Tortugas NP",1985,1.73241666666667,"Predicted","DRTO"
"631","Dry Tortugas NP",1986,1.79083333333333,"Predicted","DRTO"
"632","Dry Tortugas NP",1987,1.88775,"Predicted","DRTO"
"633","Dry Tortugas NP",1988,1.95908333333333,"Predicted","DRTO"
"634","Dry Tortugas NP",1989,2.04341666666667,"Predicted","DRTO"
"635","Dry Tortugas NP",1990,2.139,"Predicted","DRTO"
"636","Dry Tortugas NP",1991,2.20991666666667,"Predicted","DRTO"
"637","Dry Tortugas NP",1992,2.30325,"Predicted","DRTO"
"638","Dry Tortugas NP",1993,2.40391666666667,"Predicted","DRTO"
"639","Dry Tortugas NP",1994,2.49141666666667,"Predicted","DRTO"
"640","Dry Tortugas NP",1995,2.6165,"Predicted","DRTO"
"641","Dry Tortugas NP",1996,2.75016666666667,"Predicted","DRTO"
"642","Dry Tortugas NP",1997,2.85291666666667,"Predicted","DRTO"
"643","Dry Tortugas NP",1998,2.98183333333333,"Predicted","DRTO"
"644","Dry Tortugas NP",1999,0,"Observed","DRTO"
"645","Dry Tortugas NP",2000,0,"Observed","DRTO"
"646","Dry Tortugas NP",2001,0,"Observed","DRTO"
"647","Dry Tortugas NP",2002,0,"Observed","DRTO"
"648","Dry Tortugas NP",2003,0,"Observed","DRTO"
"649","Dry Tortugas NP",2004,5,"Observed","DRTO"
"650","Dry Tortugas NP",2005,5,"Observed","DRTO"
"651","Dry Tortugas NP",2006,5,"Observed","DRTO"
"652","Dry Tortugas NP",2007,5,"Observed","DRTO"
"653","Dry Tortugas NP",2008,5,"Observed","DRTO"
"654","Dry Tortugas NP",2009,5,"Observed","DRTO"
"655","Dry Tortugas NP",2010,5,"Observed","DRTO"
"656","Dry Tortugas NP",2011,5,"Observed","DRTO"
"657","Dry Tortugas NP",2012,5,"Observed","DRTO"
"658","Dry Tortugas NP",2013,5,"Observed","DRTO"
"659","Dry Tortugas NP",2014,5,"Observed","DRTO"
"660","Dry Tortugas NP",2015,5,"Observed","DRTO"
"661","Dry Tortugas NP",2016,10,"Observed","DRTO"
"662","Dry Tortugas NP",2017,10,"Observed","DRTO"
"663","Dry Tortugas NP",2018,15,"Observed","DRTO"
"664","Everglades NP",1980,1.66925,"Predicted","EVER"
"665","Everglades NP",1981,1.73091666666667,"Predicted","EVER"
"666","Everglades NP",1982,1.81983333333333,"Predicted","EVER"
"667","Everglades NP",1983,1.89533333333333,"Predicted","EVER"
"668","Everglades NP",1984,1.93458333333333,"Predicted","EVER"
"669","Everglades NP",1985,2.04891666666667,"Predicted","EVER"
"670","Everglades NP",1986,2.12858333333333,"Predicted","EVER"
"671","Everglades NP",1987,2.22108333333333,"Predicted","EVER"
"672","Everglades NP",1988,2.33125,"Predicted","EVER"
"673","Everglades NP",1989,2.40616666666667,"Predicted","EVER"
"674","Everglades NP",1990,2.48925,"Predicted","EVER"
"675","Everglades NP",1991,2.61675,"Predicted","EVER"
"676","Everglades NP",1992,2.74041666666667,"Predicted","EVER"
"677","Everglades NP",1993,2.842,"Predicted","EVER"
"678","Everglades NP",1994,3.01466666666667,"Predicted","EVER"
"679","Everglades NP",1995,3.08291666666667,"Predicted","EVER"
"680","Everglades NP",1996,3.24258333333333,"Predicted","EVER"
"681","Everglades NP",1997,5,"Observed","EVER"
"682","Everglades NP",1998,5,"Observed","EVER"
"683","Everglades NP",1999,5,"Observed","EVER"
"684","Everglades NP",2000,5,"Observed","EVER"
"685","Everglades NP",2001,5,"Observed","EVER"
"686","Everglades NP",2002,5,"Observed","EVER"
"687","Everglades NP",2003,5,"Observed","EVER"
"688","Everglades NP",2004,5,"Observed","EVER"
"689","Everglades NP",2005,5,"Observed","EVER"
"690","Everglades NP",2006,5,"Observed","EVER"
"691","Everglades NP",2007,5,"Observed","EVER"
"692","Everglades NP",2008,5,"Observed","EVER"
"693","Everglades NP",2009,5,"Observed","EVER"
"694","Everglades NP",2010,5,"Observed","EVER"
"695","Everglades NP",2011,5,"Observed","EVER"
"696","Everglades NP",2012,5,"Observed","EVER"
"697","Everglades NP",2013,5,"Observed","EVER"
"698","Everglades NP",2014,5,"Observed","EVER"
"699","Everglades NP",2015,5,"Observed","EVER"
"700","Everglades NP",2016,8,"Observed","EVER"
"701","Everglades NP",2017,8,"Observed","EVER"
"702","Everglades NP",2018,8,"Observed","EVER"
"703","Gates of the Arctic NP & PRES",1980,0.0126666666666667,"Predicted","GAAR"
"704","Gates of the Arctic NP & PRES",1981,0.0128333333333333,"Predicted","GAAR"
"705","Gates of the Arctic NP & PRES",1982,0.0121666666666667,"Predicted","GAAR"
"706","Gates of the Arctic NP & PRES",1983,0.0126666666666667,"Predicted","GAAR"
"707","Gates of the Arctic NP & PRES",1984,0.0146666666666667,"Predicted","GAAR"
"708","Gates of the Arctic NP & PRES",1985,0.0158333333333333,"Predicted","GAAR"
"709","Gates of the Arctic NP & PRES",1986,0.0145,"Predicted","GAAR"
"710","Gates of the Arctic NP & PRES",1987,0.0166666666666667,"Predicted","GAAR"
"711","Gates of the Arctic NP & PRES",1988,0.0166666666666667,"Predicted","GAAR"
"712","Gates of the Arctic NP & PRES",1989,0.0153333333333333,"Predicted","GAAR"
"713","Gates of the Arctic NP & PRES",1990,0.0195,"Predicted","GAAR"
"714","Gates of the Arctic NP & PRES",1991,0.0191666666666667,"Predicted","GAAR"
"715","Gates of the Arctic NP & PRES",1992,0.0176666666666667,"Predicted","GAAR"
"716","Gates of the Arctic NP & PRES",1993,0.0231666666666667,"Predicted","GAAR"
"717","Gates of the Arctic NP & PRES",1994,0.023,"Predicted","GAAR"
"718","Gates of the Arctic NP & PRES",1995,0.02325,"Predicted","GAAR"
"719","Gates of the Arctic NP & PRES",1996,0.0264166666666667,"Predicted","GAAR"
"720","Gates of the Arctic NP & PRES",1997,0,"Observed","GAAR"
"721","Gates of the Arctic NP & PRES",1998,0,"Observed","GAAR"
"722","Gates of the Arctic NP & PRES",1999,0,"Observed","GAAR"
"723","Gates of the Arctic NP & PRES",2000,0,"Observed","GAAR"
"724","Gates of the Arctic NP & PRES",2001,0,"Observed","GAAR"
"725","Gates of the Arctic NP & PRES",2002,0,"Observed","GAAR"
"726","Gates of the Arctic NP & PRES",2003,0,"Observed","GAAR"
"727","Gates of the Arctic NP & PRES",2004,0,"Observed","GAAR"
"728","Gates of the Arctic NP & PRES",2005,0,"Observed","GAAR"
"729","Gates of the Arctic NP & PRES",2006,0,"Observed","GAAR"
"730","Gates of the Arctic NP & PRES",2007,0,"Observed","GAAR"
"731","Gates of the Arctic NP & PRES",2008,0,"Observed","GAAR"
"732","Gates of the Arctic NP & PRES",2009,0,"Observed","GAAR"
"733","Gates of the Arctic NP & PRES",2010,0,"Observed","GAAR"
"734","Gates of the Arctic NP & PRES",2011,0,"Observed","GAAR"
"735","Gates of the Arctic NP & PRES",2012,0,"Observed","GAAR"
"736","Gates of the Arctic NP & PRES",2013,0,"Observed","GAAR"
"737","Gates of the Arctic NP & PRES",2014,0,"Observed","GAAR"
"738","Gates of the Arctic NP & PRES",2015,0,"Observed","GAAR"
"739","Gates of the Arctic NP & PRES",2016,0,"Observed","GAAR"
"740","Gates of the Arctic NP & PRES",2017,0,"Observed","GAAR"
"741","Gates of the Arctic NP & PRES",2018,0,"Observed","GAAR"
"742","Gateway Arch NP",1980,0.0133333333333333,"Predicted","JEFF"
"743","Gateway Arch NP",1981,0.0139166666666667,"Predicted","JEFF"
"744","Gateway Arch NP",1982,0.0135,"Predicted","JEFF"
"745","Gateway Arch NP",1983,0.013,"Predicted","JEFF"
"746","Gateway Arch NP",1984,0.0146666666666667,"Predicted","JEFF"
"747","Gateway Arch NP",1985,0.0144166666666667,"Predicted","JEFF"
"748","Gateway Arch NP",1986,0.01625,"Predicted","JEFF"
"749","Gateway Arch NP",1987,0.0156666666666667,"Predicted","JEFF"
"750","Gateway Arch NP",1988,0.01525,"Predicted","JEFF"
"751","Gateway Arch NP",1989,0.0170833333333333,"Predicted","JEFF"
"752","Gateway Arch NP",1990,0.0174166666666667,"Predicted","JEFF"
"753","Gateway Arch NP",1991,0.0204166666666667,"Predicted","JEFF"
"754","Gateway Arch NP",1992,0.0213333333333333,"Predicted","JEFF"
"755","Gateway Arch NP",1993,0.0195,"Predicted","JEFF"
"756","Gateway Arch NP",1994,0.0225,"Predicted","JEFF"
"757","Gateway Arch NP",1995,0.02275,"Predicted","JEFF"
"758","Gateway Arch NP",1996,0.0245,"Predicted","JEFF"
"759","Gateway Arch NP",1997,0,"Observed","JEFF"
"760","Gateway Arch NP",1998,0,"Observed","JEFF"
"761","Gateway Arch NP",1999,0,"Observed","JEFF"
"762","Gateway Arch NP",2000,0,"Observed","JEFF"
"763","Gateway Arch NP",2001,0,"Observed","JEFF"
"764","Gateway Arch NP",2002,0,"Observed","JEFF"
"765","Gateway Arch NP",2003,0,"Observed","JEFF"
"766","Gateway Arch NP",2004,0,"Observed","JEFF"
"767","Gateway Arch NP",2005,0,"Observed","JEFF"
"768","Gateway Arch NP",2006,0,"Observed","JEFF"
"769","Gateway Arch NP",2007,0,"Observed","JEFF"
"770","Gateway Arch NP",2008,0,"Observed","JEFF"
"771","Gateway Arch NP",2009,0,"Observed","JEFF"
"772","Gateway Arch NP",2010,0,"Observed","JEFF"
"773","Gateway Arch NP",2011,0,"Observed","JEFF"
"774","Gateway Arch NP",2012,0,"Observed","JEFF"
"775","Gateway Arch NP",2013,0,"Observed","JEFF"
"776","Gateway Arch NP",2014,0,"Observed","JEFF"
"777","Gateway Arch NP",2015,0,"Observed","JEFF"
"778","Gateway Arch NP",2016,0,"Observed","JEFF"
"779","Gateway Arch NP",2017,0,"Observed","JEFF"
"780","Gateway Arch NP",2018,0,"Observed","JEFF"
"781","Glacier Bay NP & PRES",1980,0.0106666666666667,"Predicted","GLBA"
"782","Glacier Bay NP & PRES",1981,0.0135,"Predicted","GLBA"
"783","Glacier Bay NP & PRES",1982,0.013,"Predicted","GLBA"
"784","Glacier Bay NP & PRES",1983,0.0150833333333333,"Predicted","GLBA"
"785","Glacier Bay NP & PRES",1984,0.015,"Predicted","GLBA"
"786","Glacier Bay NP & PRES",1985,0.0144166666666667,"Predicted","GLBA"
"787","Glacier Bay NP & PRES",1986,0.0174166666666667,"Predicted","GLBA"
"788","Glacier Bay NP & PRES",1987,0.0176666666666667,"Predicted","GLBA"
"789","Glacier Bay NP & PRES",1988,0.0146666666666667,"Predicted","GLBA"
"790","Glacier Bay NP & PRES",1989,0.01475,"Predicted","GLBA"
"791","Glacier Bay NP & PRES",1990,0.01975,"Predicted","GLBA"
"792","Glacier Bay NP & PRES",1991,0.0185,"Predicted","GLBA"
"793","Glacier Bay NP & PRES",1992,0.0203333333333333,"Predicted","GLBA"
"794","Glacier Bay NP & PRES",1993,0.01925,"Predicted","GLBA"
"795","Glacier Bay NP & PRES",1994,0.0211666666666667,"Predicted","GLBA"
"796","Glacier Bay NP & PRES",1995,0.0205,"Predicted","GLBA"
"797","Glacier Bay NP & PRES",1996,0.02175,"Predicted","GLBA"
"798","Glacier Bay NP & PRES",1997,0,"Observed","GLBA"
"799","Glacier Bay NP & PRES",1998,0,"Observed","GLBA"
"800","Glacier Bay NP & PRES",1999,0,"Observed","GLBA"
"801","Glacier Bay NP & PRES",2000,0,"Observed","GLBA"
"802","Glacier Bay NP & PRES",2001,0,"Observed","GLBA"
"803","Glacier Bay NP & PRES",2002,0,"Observed","GLBA"
"804","Glacier Bay NP & PRES",2003,0,"Observed","GLBA"
"805","Glacier Bay NP & PRES",2004,0,"Observed","GLBA"
"806","Glacier Bay NP & PRES",2005,0,"Observed","GLBA"
"807","Glacier Bay NP & PRES",2006,0,"Observed","GLBA"
"808","Glacier Bay NP & PRES",2007,0,"Observed","GLBA"
"809","Glacier Bay NP & PRES",2008,0,"Observed","GLBA"
"810","Glacier Bay NP & PRES",2009,0,"Observed","GLBA"
"811","Glacier Bay NP & PRES",2010,0,"Observed","GLBA"
"812","Glacier Bay NP & PRES",2011,0,"Observed","GLBA"
"813","Glacier Bay NP & PRES",2012,0,"Observed","GLBA"
"814","Glacier Bay NP & PRES",2013,0,"Observed","GLBA"
"815","Glacier Bay NP & PRES",2014,0,"Observed","GLBA"
"816","Glacier Bay NP & PRES",2015,0,"Observed","GLBA"
"817","Glacier Bay NP & PRES",2016,0,"Observed","GLBA"
"818","Glacier Bay NP & PRES",2017,0,"Observed","GLBA"
"819","Glacier Bay NP & PRES",2018,0,"Observed","GLBA"
"820","Glacier NP",1980,3.05433333333333,"Predicted","GLAC"
"821","Glacier NP",1981,3.195,"Predicted","GLAC"
"822","Glacier NP",1982,3.32191666666667,"Predicted","GLAC"
"823","Glacier NP",1983,3.50783333333333,"Predicted","GLAC"
"824","Glacier NP",1984,3.6315,"Predicted","GLAC"
"825","Glacier NP",1985,3.77833333333333,"Predicted","GLAC"
"826","Glacier NP",1986,3.942,"Predicted","GLAC"
"827","Glacier NP",1987,4.12816666666667,"Predicted","GLAC"
"828","Glacier NP",1988,4.28416666666667,"Predicted","GLAC"
"829","Glacier NP",1989,4.49416666666667,"Predicted","GLAC"
"830","Glacier NP",1990,4.644,"Predicted","GLAC"
"831","Glacier NP",1991,4.85583333333333,"Predicted","GLAC"
"832","Glacier NP",1992,5.09283333333333,"Predicted","GLAC"
"833","Glacier NP",1993,5.28833333333333,"Predicted","GLAC"
"834","Glacier NP",1994,5.47325,"Predicted","GLAC"
"835","Glacier NP",1995,5.72758333333333,"Predicted","GLAC"
"836","Glacier NP",1996,6.00141666666667,"Predicted","GLAC"
"837","Glacier NP",1997,5,"Observed","GLAC"
"838","Glacier NP",1998,5,"Observed","GLAC"
"839","Glacier NP",1999,5,"Observed","GLAC"
"840","Glacier NP",2000,5,"Observed","GLAC"
"841","Glacier NP",2001,5,"Observed","GLAC"
"842","Glacier NP",2002,5,"Observed","GLAC"
"843","Glacier NP",2003,5,"Observed","GLAC"
"844","Glacier NP",2004,5,"Observed","GLAC"
"845","Glacier NP",2005,10,"Observed","GLAC"
"846","Glacier NP",2006,12,"Observed","GLAC"
"847","Glacier NP",2007,12,"Observed","GLAC"
"848","Glacier NP",2008,12,"Observed","GLAC"
"849","Glacier NP",2009,12,"Observed","GLAC"
"850","Glacier NP",2010,12,"Observed","GLAC"
"851","Glacier NP",2011,12,"Observed","GLAC"
"852","Glacier NP",2012,12,"Observed","GLAC"
"853","Glacier NP",2013,12,"Observed","GLAC"
"854","Glacier NP",2014,12,"Observed","GLAC"
"855","Glacier NP",2015,12,"Observed","GLAC"
"856","Glacier NP",2016,15,"Observed","GLAC"
"857","Glacier NP",2017,15,"Observed","GLAC"
"858","Glacier NP",2018,20,"Observed","GLAC"
"859","Grand Canyon NP",1980,3.63141666666667,"Predicted","GRCA"
"860","Grand Canyon NP",1981,3.76666666666667,"Predicted","GRCA"
"861","Grand Canyon NP",1982,3.93641666666667,"Predicted","GRCA"
"862","Grand Canyon NP",1983,4.09691666666667,"Predicted","GRCA"
"863","Grand Canyon NP",1984,4.30508333333333,"Predicted","GRCA"
"864","Grand Canyon NP",1985,4.47791666666667,"Predicted","GRCA"
"865","Grand Canyon NP",1986,4.68575,"Predicted","GRCA"
"866","Grand Canyon NP",1987,4.893,"Predicted","GRCA"
"867","Grand Canyon NP",1988,5.094,"Predicted","GRCA"
"868","Grand Canyon NP",1989,5.33941666666667,"Predicted","GRCA"
"869","Grand Canyon NP",1990,5.49108333333333,"Predicted","GRCA"
"870","Grand Canyon NP",1991,5.781,"Predicted","GRCA"
"871","Grand Canyon NP",1992,5.9745,"Predicted","GRCA"
"872","Grand Canyon NP",1993,6.27016666666667,"Predicted","GRCA"
"873","Grand Canyon NP",1994,6.52983333333333,"Predicted","GRCA"
"874","Grand Canyon NP",1995,6.79275,"Predicted","GRCA"
"875","Grand Canyon NP",1996,7.11683333333333,"Predicted","GRCA"
"876","Grand Canyon NP",1997,10,"Observed","GRCA"
"877","Grand Canyon NP",1998,10,"Observed","GRCA"
"878","Grand Canyon NP",1999,10,"Observed","GRCA"
"879","Grand Canyon NP",2000,10,"Observed","GRCA"
"880","Grand Canyon NP",2001,10,"Observed","GRCA"
"881","Grand Canyon NP",2002,10,"Observed","GRCA"
"882","Grand Canyon NP",2003,10,"Observed","GRCA"
"883","Grand Canyon NP",2004,10,"Observed","GRCA"
"884","Grand Canyon NP",2005,10,"Observed","GRCA"
"885","Grand Canyon NP",2006,10,"Observed","GRCA"
"886","Grand Canyon NP",2007,12,"Observed","GRCA"
"887","Grand Canyon NP",2008,12,"Observed","GRCA"
"888","Grand Canyon NP",2009,12,"Observed","GRCA"
"889","Grand Canyon NP",2010,12,"Observed","GRCA"
"890","Grand Canyon NP",2011,12,"Observed","GRCA"
"891","Grand Canyon NP",2012,12,"Observed","GRCA"
"892","Grand Canyon NP",2013,12,"Observed","GRCA"
