ParkName,UnitCode,Region,State,Year,Month,RecreationVisits
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1996,10,"10,628"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1996,11,"2,526"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1996,12,"1,609"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,1,"2,512"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,2,"2,043"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,3,"4,990"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,4,"5,476"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,5,"18,455"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,6,"32,105"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,7,"52,330"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,8,"45,887"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,9,"27,433"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,10,"12,589"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,11,"3,691"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1997,12,"2,352"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,1,"2,731"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,2,"2,411"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,3,"3,791"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,4,"5,462"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,5,"19,016"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,6,"30,114"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,7,"41,065"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,8,"37,754"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,9,"31,015"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,10,"13,974"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,11,"3,700"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1998,12,"2,418"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,1,"5,787"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,2,"2,444"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,3,"4,875"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,4,"5,290"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,5,"16,589"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,6,"32,819"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,7,"43,484"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,8,"35,456"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,9,"28,557"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,10,"16,821"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,11,"5,369"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,1999,12,"2,651"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,1,"2,842"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,2,"2,847"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,3,"3,932"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,4,"7,223"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,5,"18,998"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,6,"32,617"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,7,"45,885"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,8,"31,358"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,9,"28,612"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,10,"10,916"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,11,"3,833"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2000,12,"2,443"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,1,"2,468"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,2,"2,153"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,3,"3,944"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,4,"6,319"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,5,"17,649"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,6,"29,964"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,7,"42,156"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,8,"30,943"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,9,"26,981"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,10,"12,585"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,11,"4,845"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2001,12,"1,011"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,1,"3,208"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,2,"2,790"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,3,"5,042"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,4,"6,635"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,5,"9,169"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,6,"46,508"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,7,"32,125"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,8,"30,032"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,9,"20,399"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,10,"11,413"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,11,"3,543"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2002,12,"2,823"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,1,"3,237"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,2,"2,133"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,3,"3,695"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,4,"5,817"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,5,"22,931"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,6,"26,230"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,7,"35,243"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,8,"27,237"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,9,"20,690"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,10,"12,256"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,11,"4,183"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2003,12,"3,595"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,1,"2,629"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,2,"2,812"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,3,"5,450"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,4,"5,871"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,5,"16,492"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,6,"31,476"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,7,"35,467"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,8,"29,364"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,9,"23,925"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,10,"14,142"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,11,"5,180"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2004,12,"2,773"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,1,"2,454"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,2,"3,263"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,3,"2,814"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,4,"6,683"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,5,"17,785"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,6,"33,902"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,7,"43,429"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,8,"30,978"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,9,"21,662"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,10,"12,606"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,11,"3,490"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2005,12,"1,748"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,1,"2,438"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,2,"2,210"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,3,"5,605"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,4,"6,675"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,5,"17,967"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,6,"24,686"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,7,"27,032"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,8,"23,525"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,9,"24,219"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,10,"19,483"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,11,"4,361"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2006,12,"2,249"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,1,"7,105"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,2,"5,254"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,3,"14,622"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,4,"14,944"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,5,"22,728"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,6,"30,105"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,7,"33,598"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,8,"29,479"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,9,"24,181"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,10,"23,626"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,11,"11,811"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2007,12,"2,123"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,1,"2,070"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,2,"2,196"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,3,"3,064"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,4,"4,434"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,5,"19,572"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,6,"19,712"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,7,"33,123"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,8,"27,066"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,9,"21,143"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,10,"14,443"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,11,"6,925"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2008,12,"6,437"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,1,"2,896"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,2,"2,936"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,3,"4,137"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,4,"6,378"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,5,"17,349"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,6,"28,824"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,7,"33,975"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,8,"28,343"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,9,"26,428"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,10,"11,553"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,11,"6,075"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2009,12,"2,557"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,1,"2,519"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,2,"3,034"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,3,"3,199"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,4,"4,421"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,5,"21,259"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,6,"24,477"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,7,"35,398"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,8,"27,367"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,9,"24,297"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,10,"21,331"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,11,"3,646"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2010,12,"5,396"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,1,"3,289"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,2,"3,207"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,3,"4,012"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,4,"4,885"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,5,"12,722"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,6,"24,589"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,7,"28,381"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,8,"39,032"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,9,"26,905"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,10,"12,297"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,11,"5,031"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2011,12,"3,986"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,1,509
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,2,717
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,3,"4,388"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,4,"9,150"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,5,"24,991"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,6,"41,757"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,7,"37,371"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,8,"26,047"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,9,"23,919"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,10,"12,742"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,11,"7,126"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2012,12,"3,853"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,1,"4,046"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,2,"3,410"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,3,"6,698"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,4,"8,606"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,5,"23,708"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,6,"21,927"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,7,"37,010"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,8,"33,279"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,9,"23,945"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,10,"5,789"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,11,"3,296"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2013,12,"4,138"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,1,"3,469"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,2,"4,031"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,3,"4,302"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,4,"6,761"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,5,"21,157"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,6,"28,536"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,7,"42,253"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,8,"25,712"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,9,"24,788"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,10,"13,432"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,11,"4,925"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2014,12,"3,679"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,1,"4,600"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,2,"4,136"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,3,"5,968"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,4,"8,896"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,5,"23,176"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,6,"33,141"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,7,"45,328"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,8,"27,197"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,9,"29,878"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,10,"16,626"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,11,"5,550"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2015,12,"4,670"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,1,"5,510"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,2,"3,932"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,3,"2,850"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,4,"9,871"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,5,"28,055"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,6,"34,433"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,7,"47,029"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,8,"34,384"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,9,"38,169"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,10,"19,113"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,11,"8,955"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2016,12,"5,717"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,1,"6,925"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,2,"3,361"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,3,"7,147"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,4,"11,292"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,5,"29,218"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,6,"40,616"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,7,"44,532"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,8,"40,788"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,9,"45,983"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,10,"54,766"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,11,"19,473"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2017,12,"3,042"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,1,"7,600"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,2,"5,231"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,3,"7,687"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,4,"11,728"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,5,"48,554"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,6,"42,306"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,7,"44,962"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,8,"46,511"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,9,"46,915"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,10,"22,062"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,11,"21,674"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2018,12,"3,732"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,1,"4,921"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,2,"6,369"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,3,"12,180"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,4,"25,077"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,5,"75,198"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,6,"75,289"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,7,"51,368"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,8,"80,046"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,9,"48,420"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,10,"25,828"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,11,"22,684"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2019,12,"5,438"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,1,"3,458"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,2,"4,535"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,3,"9,227"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,4,"24,124"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,5,"61,698"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,6,"98,904"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,7,"117,209"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,8,"117,642"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,9,"74,278"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,10,"34,069"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,11,"7,138"
Bryce Canyon NP,BRCA,Intermountain ,UT,1979,12,"5,813"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,1,"3,598"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,2,"4,278"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,3,"8,788"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,4,"21,942"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,5,"58,572"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,6,"111,333"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,7,"129,063"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,8,"105,209"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,9,"72,256"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,10,"38,174"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,11,"10,662"
Bryce Canyon NP,BRCA,Intermountain ,UT,1980,12,"7,666"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,1,"6,760"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,2,"4,455"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,3,"11,683"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,4,"27,928"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,5,"62,701"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,6,"75,978"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,7,"93,179"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,8,"73,019"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,9,"66,800"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,10,"38,729"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,11,"8,405"
Bryce Canyon NP,BRCA,Intermountain ,UT,1981,12,"4,455"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,1,"3,176"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,2,"4,210"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,3,"9,286"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,4,"23,380"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,5,"60,942"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,6,"76,843"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,7,"97,296"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,8,"91,436"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,9,"58,755"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,10,"34,485"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,11,"8,269"
Bryce Canyon NP,BRCA,Intermountain ,UT,1982,12,"3,439"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,1,"3,487"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,2,"4,246"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,3,"8,952"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,4,"16,807"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,5,"50,476"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,6,"76,341"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,7,"98,045"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,8,"91,136"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,9,"71,289"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,10,"38,573"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,11,"8,702"
Bryce Canyon NP,BRCA,Intermountain ,UT,1983,12,"4,579"
Bryce Canyon NP,BRCA,Intermountain ,UT,1984,1,"3,465"
